Flow,D1,D2,P1,P2,dD1,dD2,dP1,dP2
5.03,-159.83,-511.28,-44.25,-55.32,-16.96,-7.04,-4.63,-0.81
5,-194.47,-507.35,-53.8,-55.49,-26.33,-5.55,-7.34,-0.74
4.89,-221.4,-506.57,-61.5,-55.64,-32.19,-4.9,-9.06,-0.87
4.66,-226.58,-511.67,-62.9,-56.49,-29.57,-5.05,-8.42,-0.95
4.29,-266.82,-524.75,-74.83,-58.41,-27.49,-8.64,-7.95,-1.42
4.06,-318.7,-539.56,-90.46,-60.56,-32.45,-12.9,-9.62,-1.9
3.94,-361.39,-554.65,-103.52,-62.11,-40.67,-16.16,-12.21,-2.21
3.77,-364.8,-567.61,-104.66,-63.8,-41.07,-17.14,-12.4,-2.25
3.37,-352.77,-581.59,-101.56,-66.38,-26.28,-16.48,-8.06,-2.25
2.97,-346.98,-593.07,-100.1,-68.17,-9.67,-15.18,-3.11,-2.22
2.71,-341.75,-597.04,-98.7,-68.76,0.62,-12.41,0,-1.99
2.57,-338.79,-602.04,-97.93,-69.46,1.25,-9.52,0.23,-1.55
2.54,-331.37,-603.72,-95.75,-69.68,0.31,-6.19,0.04,-0.95
2.43,-329.64,-604.49,-95.26,-69.76,0.18,-3.66,0.03,-0.54
2.29,-330.27,-606.21,-95.46,-69.98,-0.55,-2.67,-0.18,-0.39
2.09,-344.45,-605.28,-99.8,-69.19,-4.2,-1.4,-1.29,-0.08
2.17,-355.81,-604.22,-103.73,-69.46,-9.06,-0.57,-2.88,0.01
2.2,-367.52,-606.54,-107.03,-69.89,-12.49,-0.47,-3.92,-0.04
2.11,-365.17,-607.4,-106.2,-70.02,-11.41,-0.45,-3.54,-0.12
1.74,-386.97,-607.92,-112.9,-70.08,-11.33,-0.76,-3.47,-0.25
1.69,-412.6,-631.88,-120.86,-73.55,-14.95,-5.44,-4.55,-0.83
1.69,-434.88,-652.81,-129.57,-77.21,-19.67,-11.35,-6.45,-1.79
1.86,-435.26,-671.75,-129.79,-80.13,-20.16,-16.92,-6.84,-2.69
1.54,-420.56,-688.81,-125.24,-83.27,-10.28,-19.66,-3.8,-3.25
1.2,-415.88,-706.05,-123.35,-85.35,-0.48,-17.88,-0.49,-2.91
1.06,-406.14,-713.33,-119.71,-86.29,6.49,-14.93,2.22,-2.28
0.94,-393.03,-724.58,-115.4,-87.89,8.78,-12.38,3.06,-1.79
0.89,-383.18,-727.16,-112.22,-88.24,8.77,-8.85,3.07,-1.17
1,-377.9,-739.49,-110.51,-90.05,9.06,-7.38,3.03,-1.05
1.06,-372.43,-751.61,-108.32,-91.82,7.6,-8.44,2.54,-1.24
1.03,-375.22,-761.82,-109.01,-92.71,4.16,-9.18,1.49,-1.24
0.29,-369.98,-768.32,-107.73,-93.49,2.63,-9.75,0.93,-1.23
-0.54,-359.98,-764.71,-104.71,-93.5,3.82,-5.97,1.19,-0.77
-2.2,-319.76,-765.04,-92.76,-93.08,12.4,-2.18,3.62,-0.23
-3.83,-295.82,-773.21,-86.02,-94.17,21.66,-1.06,6.3,-0.13
-5.34,-250.1,-791.76,-74.14,-96.91,31.58,-4.55,8.92,-0.61
-6.94,-179.12,-800.95,-58.55,-97.67,44.81,-8.88,11.58,-1.06
-7.74,-97.35,-810.21,-36.45,-98.3,58.36,-10.8,14.66,-1.23
-8.31,14.41,-829.11,-5.62,-100.95,80.11,-12.15,20.67,-1.34
-9.54,187.05,-849.51,40.01,-103.99,110.17,-13.7,29.12,-1.62
-10.74,423.49,-882.23,99.63,-108.34,153.03,-19.8,40.47,-2.61
-11.63,700.63,-907.64,164.72,-111.46,205.38,-24.78,52.16,-3.33
-12.11,1004.91,-937.05,234.15,-115.18,255.3,-27.87,62.07,-3.62
-12.51,1325.46,-958.67,301.76,-117.13,292.75,-28.38,67.71,-3.42
-12.89,1621.87,-967.22,363,-117.53,310.21,-23.78,68.54,-2.59
-12.91,1926.13,-979.55,423.77,-118.66,315.96,-19.67,67.1,-1.93
-12.89,2264.91,-999.3,487.44,-121.6,322.32,-17.34,65.48,-1.75
-13.11,2673.63,-1022.76,558.11,-124.72,345.29,-19.35,66.53,-2.3
-13.14,3039.31,-1045.66,615.47,-127.68,370.69,-23.86,66.91,-3.08
-13.29,3471.08,-1076.98,677.37,-131.97,399.97,-28.52,66.63,-3.78
-13.17,3856.14,-1107.93,730.86,-136.26,412.57,-32.12,63.8,-4.23
-13.17,4284.23,-1121.47,783.62,-137.24,419.36,-31.53,59.88,-4
-13.14,4748.09,-1132.32,840.77,-138.87,439.58,-27.95,58.94,-3.47
-13.14,5176.57,-1127.24,889.07,-137.68,447.68,-19.22,56.57,-2.17
-13.23,5506.87,-1115.29,926.83,-135.33,437.49,-9.25,52.92,-0.68
-12.89,5697.36,-1095.73,948.38,-132.35,376.96,-0.73,44.61,0.47
-12.63,5807.06,-1081.73,961.12,-130.42,282.22,5.43,32.86,1.33
-12.66,5858.93,-1066.33,967.8,-128.31,184.34,7.53,21.81,1.45
-12.43,5900.32,-1037.76,973.35,-123.54,112.14,10.31,13.68,1.83
-11.66,5967,-1018.37,981.4,-120.67,80.3,11.63,10.17,2.08
-11.17,6133.13,-1009.8,998.6,-119.63,93.33,10.9,11.22,1.97
-9.97,6165.53,-985.36,1002.69,-115.51,102.54,10.74,11.97,2.01
-7.63,6053.99,-957.38,992.51,-111.29,69.12,11.25,8.55,2.04
-3.69,5719.56,-908.61,958.58,-103.95,-38.7,19.24,-2.53,3.27
4.69,5133.45,-825.85,895.87,-92.05,-226.4,36.73,-22.34,5.8
11.43,3982.88,-716.55,757.25,-77.04,-512.03,59.44,-56.28,8.78
16.74,2688.38,-603.11,571.23,-63.13,-832.91,82.8,-102.23,11.51
18.97,1771.84,-525.46,414.57,-54.5,-1023.59,91.83,-139.57,11.99
18.97,1223.47,-483.97,308.59,-49.97,-996.06,80.56,-150.54,9.89
18.8,934.09,-471.55,248.43,-48.7,-751.94,54.24,-127.31,6.22
18.34,742.21,-469.57,206.34,-48.66,-470.56,25.8,-89.22,2.73
17.43,558.91,-474.69,164.96,-49.57,-289.41,5.73,-60,0.42
16.91,347.71,-476.11,114.3,-50.5,-212.24,-4.14,-47.24,-0.85
16.57,190.74,-499.18,75.4,-54.76,-188.45,-11.1,-44,-2.01
15.94,95.3,-517.75,51.15,-57.78,-167.23,-16.49,-40.34,-2.9
14.66,41.89,-547.42,37.38,-62.29,-130.23,-22.63,-32.29,-3.77
13.69,-60.37,-571.88,10.08,-65.99,-98.39,-27.48,-25.17,-4.31
12.8,-188.9,-590.04,-24.6,-69.36,-93.49,-26.76,-24.66,-4.16
12,-295.6,-602.31,-54.05,-70.79,-103.29,-24.09,-27.8,-3.7
11.09,-344.43,-618.28,-67.74,-73.11,-102.84,-19.91,-28.01,-3.01
9.89,-358.76,-631.23,-71.78,-75.05,-77.27,-17.2,-21.27,-2.53
8.91,-379.57,-643.99,-77.66,-77,-46.37,-16.03,-12.94,-2.27
8.09,-403.59,-648.2,-84.47,-77.67,-26.82,-13.96,-7.58,-2.06
7.46,-433.55,-654.27,-93.02,-79.22,-23.75,-10.98,-6.76,-1.77
7.06,-473.21,-654.97,-104.45,-79.52,-29.5,-7.73,-8.44,-1.38
6.69,-526.26,-657.74,-119.91,-80.62,-37.39,-5.25,-10.79,-1.16
6.4,-564.78,-664.93,-131.24,-81.92,-42.56,-5.39,-12.37,-1.22
6.37,-595.25,-661.84,-139.81,-81.52,-42.55,-4.09,-12.37,-0.92
5.31,-610.17,-663.04,-144.56,-81.74,-35.33,-3.5,-10.34,-0.74
4.66,-662.24,-674.07,-160.28,-83.44,-32.7,-4.48,-9.72,-0.74
4.34,-714.27,-685.6,-176.57,-85.82,-37.44,-6.7,-11.39,-1.16
4.03,-744.52,-689.43,-185.98,-86.6,-40.94,-9.09,-12.66,-1.6
3.51,-745.37,-699.43,-186.72,-88.19,-35.77,-10.11,-11.19,-1.78
2.63,-735.68,-705.2,-183.87,-88.5,-18.13,-8.88,-5.87,-1.42
2.17,-731.32,-703.55,-182.57,-88.11,-2.69,-6.42,-1.07,-0.82
1.77,-725.2,-708.92,-180.24,-89.52,5.27,-5.54,1.53,-0.74
1.66,-724.4,-706.18,-179.83,-89.27,5.36,-2.92,1.74,-0.48
1.8,-730.38,-706.44,-181.57,-88.77,1.93,-1.67,0.75,-0.32
1.91,-745.36,-705.72,-185.68,-89.13,-3.17,-1.3,-0.74,-0.28
2.06,-755.45,-706.73,-188.62,-89.43,-8.04,-0.58,-2.26,-0.11
2.54,-765.83,-699.69,-191.74,-89.01,-10.75,0.25,-3.1,-0.15
1.66,-763.43,-699.48,-190.94,-89.17,-8.67,1.02,-2.51,-0.2
1.2,-802.43,-707.37,-203.03,-89.84,-12.33,-0.53,-3.76,-0.24
1.14,-833.6,-715.71,-212.76,-91.58,-19.59,-3.46,-6.08,-0.64
1.03,-856.51,-712.29,-219.96,-91.19,-25.69,-5,-8.02,-0.8
0.63,-844.42,-715.63,-216.12,-91.14,-22.4,-4.53,-7,-0.64
-0.17,-829.24,-714.84,-211.33,-90.87,-7.47,-2.25,-2.34,-0.27
-0.97,-811.96,-719.55,-205.89,-90.95,5.87,-1.76,1.85,0.06
-2.4,-770.45,-720.28,-192.93,-90.89,19.2,-2.73,6.02,-0.02
-4.4,-690.25,-727.73,-168.67,-91.99,35.46,-3.75,10.92,-0.28
-6.37,-574.56,-738.88,-133.94,-93.1,62,-6.5,18.83,-0.67
-8.23,-425.27,-746.61,-90.74,-93.53,96.13,-8.29,28.65,-0.88
-9.49,-261.45,-755.55,-45,-94.12,128,-10.14,37.25,-0.97
-10.2,-97.17,-765.82,0.17,-94.91,150.3,-10.73,42.72,-0.88
-10.09,79.14,-773.26,46.73,-95.27,164.69,-10.52,45.49,-0.8
-10.17,207.3,-784.58,79.48,-98.05,162.5,-11.36,43.7,-1.28
-10.29,308.61,-799.59,104.73,-100.71,147.08,-12.94,38.55,-1.93
-10.14,405.61,-803.86,128.39,-100.92,126.7,-12.73,32.26,-2.08
-9.71,537.08,-797.46,160.21,-99.86,115.16,-9.47,28.55,-1.56
-9.37,696.45,-793.25,196.66,-98.65,125.05,-4.42,30.11,-0.41
-9.17,863.47,-783.99,233.33,-96.53,145.19,1.08,33.86,0.67
-8.86,996.08,-777.82,261.77,-95.48,156.68,3.24,35.51,1.01
-8.26,1105.03,-773.1,285.13,-94.21,150.24,2.84,33.2,1.01
-7.29,1180.01,-766.14,301.14,-93.08,128.14,2.68,27.92,0.88
-5.94,1185.18,-752.25,302.08,-91.03,90.41,3.39,19.62,0.84
-4.17,1136.56,-735.32,292.26,-88.54,43.99,6.26,9.77,1.18
-1.34,1049.38,-724.09,274.35,-86.35,-7.58,8.44,-1.06,1.49
2.71,940.97,-708.97,251.12,-84.03,-53.62,9.76,-10.82,1.75
4.14,809.33,-696.28,222.21,-82.84,-87.18,9.32,-18.18,1.57
4.49,659.55,-696.35,188.5,-83.24,-112.14,5.96,-24.11,0.9
4.94,492.07,-692.1,150.26,-82.89,-132.69,2.87,-29.3,0.26
6.06,332.22,-676.87,112.31,-80.82,-146.97,1.86,-33.26,0.11
6.94,207.24,-667.37,82.26,-80.26,-147.05,2.6,-34,0.23
7.4,94,-659.02,53.6,-79.43,-135.89,4.71,-32.27,0.5
7.54,-26.73,-650.83,23.14,-79.12,-122.26,4.72,-29.88,0.36
7.71,-130.48,-636.65,-3.81,-77.42,-111,4.28,-27.82,0.25
7.63,-218.99,-629.02,-27.28,-76.6,-103.16,4.39,-26.45,0.38
7.43,-306.22,-625.77,-50.32,-76.42,-95.16,3.23,-24.75,0.29
7.37,-409.95,-619.6,-78.69,-76.37,-90.55,1.68,-24.07,0.08
7.51,-501.25,-614.33,-104.19,-76.02,-90.07,-0.31,-24.42,-0.28
7.46,-559.96,-605.52,-120.8,-75.6,-85.02,0.06,-23.45,-0.36
6.91,-588.98,-601.12,-129.01,-75.39,-69.29,0.46,-19.44,-0.34
6.03,-649.6,-600.83,-146.5,-75.68,-54.74,-0.94,-15.63,-0.44
5.69,-719.15,-600.42,-166.4,-75.92,-50.79,-2.92,-14.66,-0.66
5.31,-778.56,-593.81,-184.32,-75.19,-55.18,-3.93,-16.14,-0.66
4.8,-797.94,-591.98,-190.09,-75.18,-53.34,-3.97,-15.76,-0.63
4.03,-797.39,-590.37,-189.78,-75.8,-36.29,-3.68,-10.85,-0.69
3.2,-798.83,-587.73,-190.07,-75.81,-16.85,-3.79,-5.16,-0.8
2.66,-797.77,-581.65,-189.58,-75.15,-3.16,-3.83,-0.99,-0.83
2.4,-797.66,-574.48,-189.38,-74.28,0.55,-2.33,0.15,-0.55
2.31,-800.28,-569.47,-190.01,-73.72,-0.27,-1.2,-0.09,-0.24
2.23,-813.51,-557.31,-194.31,-72.04,-3.44,0.61,-1.13,0.08
2.29,-832.07,-553.52,-199.52,-71.63,-9.28,0.73,-2.89,0.11
2.34,-841.62,-548.14,-202.25,-70.95,-13.42,0.4,-4.1,0.06
2.46,-845.1,-536.38,-203.21,-69.28,-13.81,1.27,-4.17,0.2
1.63,-858.73,-530.24,-207.34,-68.45,-12.91,1.11,-3.84,0.17
1.31,-891.74,-535.09,-217.53,-69.32,-16.71,-0.28,-5.1,-0.04
0.29,-912.79,-538.65,-224.14,-69.97,-22.49,-3.42,-6.92,-0.53
-4,-889.15,-534.18,-216.89,-68.75,-18.3,-5.51,-5.64,-0.73
-7.31,-805.63,-535.26,-190.89,-68.83,6.45,-5.7,2.06,-0.67
-10.09,-660.76,-537.62,-147.82,-68.62,52.42,-4.65,15.98,-0.36
-11.91,-449.43,-536.07,-86.9,-67.67,111.32,-4.07,33.17,-0.11
-12.74,-182,-547.96,-14.41,-68.76,173.54,-6.91,49.91,-0.44
-12.97,126.69,-556.82,64.73,-69.38,231.86,-9.27,63.76,-0.66
-13.11,425.29,-554.64,137.23,-68.87,273.56,-9.23,71.78,-0.73
-13.03,686.74,-560.34,197.43,-69.14,287.98,-9.05,71.96,-0.79
-12.66,902.8,-559.97,244.97,-68.96,274.2,-6.04,65.37,-0.46
-12.11,1105.02,-553.79,288.25,-67.39,245.81,-2.98,55.98,-0.03
-11.57,1249.57,-544.13,318.5,-65.16,210.13,-0.06,46.09,0.54
-11.46,1373.96,-547.41,343.45,-65.51,176.45,1.56,37.52,0.76
-11.4,1468.27,-548.07,362.39,-65.6,144.99,0.59,30.12,0.54
-11.06,1586.02,-540.76,385,-63.89,123.59,-0.08,24.97,0.36
-10.74,1742.08,-540.64,414.63,-63.76,125.73,-0.83,24.72,0.16
-10.6,1928.65,-529.6,448.43,-62.05,144.93,2.2,27.68,0.61
-10.66,2069.46,-520.74,473.59,-60.71,161.74,4.56,30.17,0.91
-10.37,2174.37,-507.13,492.1,-58.64,158.26,6.78,29.03,1.11
-9.97,2223.37,-493.37,500.84,-56.56,129.21,9.84,23.43,1.55
-9.83,2229.01,-475.41,502.18,-53.83,84.25,11.8,15.38,1.84
-9.94,2211.52,-455.03,499.59,-50.74,42.93,14.63,8.17,2.27
-9.8,2167.47,-444.33,492.48,-49.14,6.62,14.82,1.95,2.3
-9.6,2174.29,-429.36,492.8,-46.89,-6.69,14.46,-0.54,2.23
-9.51,2180.13,-428.92,493.77,-46.27,-4.09,10.52,-0.28,1.75
-9.83,2268.47,-433.93,508.2,-46.93,22.3,4.51,3.99,0.91
-9.8,2326.34,-433.4,517.86,-46.85,51.14,0.53,8.83,0.32
-9.06,2368.06,-415.49,524.3,-44.14,63.6,1.16,10.98,0.37
-8.57,2484.7,-406.37,542.63,-42.18,81.36,5.23,13.69,0.98
-8.54,2696.17,-390.11,575.89,-39.58,112.2,10.4,18.37,1.83
-8.94,2872.62,-371.23,602.86,-36.7,153.36,13.96,24.59,2.39
-9,3000.05,-354.02,621.27,-34.12,177.04,14.85,27.93,2.46
-9.17,3105.26,-341.58,636.5,-31.68,166.88,15.65,25.9,2.57
-8.66,3184.54,-318.34,647.23,-28.04,133.76,16.45,20.28,2.74
-6.46,3169.6,-286.51,644.95,-23.24,90.98,19.69,13.71,3.24
0.37,2956.06,-255.23,613.45,-19.81,10.82,24.52,1.99,3.65
9.83,2505.11,-197.52,544.25,-12.18,-130.11,34.48,-19.18,4.69
14.34,1858.95,-136.81,437.26,-4.74,-319.81,44.72,-49.56,5.75
16.54,1277.38,-105.45,330.44,-1.21,-477.92,47.74,-78.26,5.92
17.26,893.74,-93.22,253.28,0.25,-526.69,41.44,-91.44,5.13
17.86,655.19,-86.58,202.75,1.1,-459.51,26.47,-85.01,3.19
18.06,532.6,-101.29,175.37,-1.11,-321.64,8.96,-63.7,0.99
17.57,445.14,-124.69,155.7,-4.59,-197.49,-4.68,-41.46,-0.78
16.89,353.06,-141.99,134.81,-7.18,-124.59,-13.58,-27.25,-2.02
16.06,246.71,-156.26,110.33,-9.32,-95.48,-18.03,-21.48,-2.66
15.6,140.58,-171.48,85.44,-12.23,-94.39,-17.23,-21.54,-2.66
14.91,15.02,-183.97,55.38,-14.28,-103.72,-14.85,-24.08,-2.41
14.26,-139.35,-190.6,16.95,-15.35,-118.43,-12.56,-28.23,-2.1
13.69,-266.7,-206.53,-15.35,-18.38,-127.82,-12.08,-31.23,-2.1
13.14,-346.01,-220.97,-35.85,-20.74,-122.99,-12.31,-30.66,-2.1
12.14,-400.05,-246.49,-49.99,-24.64,-101.45,-15.74,-25.75,-2.61
11.34,-507.41,-265.42,-78.47,-27.53,-84.91,-19.21,-21.99,-3.06
10.71,-622.51,-279.34,-109.68,-29.67,-85.48,-19.29,-22.63,-2.94
10.09,-707.95,-290.53,-133.33,-32,-93.1,-17.51,-25.04,-2.77
9.34,-743.01,-302.28,-143.15,-33.97,-87.41,-14,-23.77,-2.33
8.31,-749.27,-315.92,-145.38,-36.11,-59.42,-12.73,-16.45,-2.16
7.57,-772.87,-336.83,-151.71,-38.72,-33.38,-14.37,-9.38,-2.24
7.4,-823.97,-353.1,-166.61,-41.68,-25.51,-16.29,-7.33,-2.43
6.94,-861.43,-365.16,-177.46,-43.67,-30.58,-16.6,-8.83,-2.51
6.51,-892.62,-369.8,-186.51,-44.45,-36.98,-13.89,-10.66,-2.17
5.91,-931.91,-376.45,-197.96,-45.52,-38.08,-9.86,-11.08,-1.64
5.71,-972.56,-384.26,-209.9,-47.38,-36.07,-7.64,-10.52,-1.33
5.49,-1003.34,-384.48,-219,-48.25,-35.57,-5.64,-10.43,-1.21
5.03,-1012.57,-387.16,-221.74,-48.94,-30.2,-4.71,-8.89,-1.18
4.14,-1052.13,-389.13,-233.55,-48.77,-26.97,-3.41,-7.99,-0.83
3.83,-1105.65,-398.5,-250.14,-50.74,-30.29,-4.09,-9.15,-0.78
3.49,-1153.61,-399.14,-264.89,-51.64,-38.08,-5.06,-11.64,-0.94
3.09,-1168.44,-402.42,-269.48,-52.43,-39.99,-5.3,-12.29,-1.1
2.26,-1161.44,-404.97,-267.34,-52.36,-26.71,-5.09,-8.27,-1.04
1.51,-1159.19,-404.63,-267.09,-52.26,-9.91,-3.61,-3.17,-0.57
1.23,-1154.7,-405.18,-265.84,-52.41,2.45,-3.5,0.57,-0.36
0.91,-1154.1,-405.88,-265.7,-52.61,5.45,-3.02,1.47,-0.29
0.37,-1148.08,-401.75,-263.88,-52.09,5.23,-1.98,1.44,-0.26
-0.91,-1134.53,-400.91,-259.74,-51.47,7.78,-1.56,2.32,-0.1
-2.91,-1112.55,-403.84,-253.06,-51.89,12.74,-2.03,3.85,-0.09
-4.66,-1052.52,-409.58,-235.02,-52.87,26.41,-3.92,7.98,-0.36
-6.2,-944.62,-411.06,-203.66,-52.64,51.67,-5.94,15.34,-0.6
-7.8,-754.46,-424.23,-150.51,-54.09,95.96,-8.9,27.72,-0.98
-9.51,-523.2,-446.62,-89.85,-56.96,151.37,-13.9,42.17,-1.56
-10.83,-250.22,-465.42,-21.72,-59.3,207.01,-19,55.31,-2.18
-11.43,26.02,-479.34,44.21,-60.9,249.81,-22.44,63.93,-2.67
-11.74,381.26,-490.43,124.87,-62.08,288.26,-21.52,70.19,-2.52
-12.09,787.18,-504.18,210.23,-64.29,332.48,-19.29,76.61,-2.3
-12.4,1167.14,-509.76,284.16,-64.78,368,-16.83,79.96,-2.02
-12.46,1498.86,-510.96,344.89,-64.47,382.74,-13.87,78.46,-1.58
-12.54,1798.15,-513.77,396.72,-64.98,365.19,-11.05,70.41,-1.21
-12.63,2103.98,-514.52,446.99,-64.71,337.98,-8.28,61.29,-0.73
-12.66,2373.69,-511.97,489.73,-64.41,314.01,-6.77,54.05,-0.61
-12.63,2562.55,-506.59,518.12,-63.18,282.94,-5.13,46.67,-0.38
-12.34,2707.89,-503.75,539.8,-62.84,240.67,-3.61,38.39,-0.15
-11.91,2869.02,-496.23,562.8,-61.88,199.31,-2.13,30.72,-0.04
-11.34,2992.08,-480.1,581.06,-58.98,167.07,0.65,25.16,0.43
-10.89,3057.64,-481.03,590.8,-59.24,139.88,0.59,20.94,0.37
-10.6,3044.9,-469.25,589.67,-57.59,98.15,1.47,14.86,0.49
-10.11,2989.88,-454.29,582.73,-55.46,40.48,2.52,6.7,0.59
-9.71,2999.77,-438.39,584.89,-53.19,4.77,4.09,1.57,0.7
-9.34,3006.56,-417.35,586.65,-50.1,-5.67,8.95,0.08,1.43
-9.31,2962.13,-384.47,581.94,-45.17,-6.61,13.79,0.07,2.18
-8.69,2869.37,-347.35,570.55,-39.58,-20.25,19.91,-1.64,3.14
-7.77,2813.7,-311.91,563.74,-34.29,-43.88,25.39,-4.85,3.99
-6.54,2750.25,-277.43,554.97,-29.18,-59.45,28.27,-7.23,4.42
-4.29,2665.95,-241.26,543.45,-23.84,-64.56,28.56,-8.33,4.45
-0.83,2524.64,-200.05,522.71,-18.37,-76.7,29.27,-10.56,4.41
5.46,2194.95,-160.59,472.84,-12.8,-138.51,30.44,-20.16,4.48
10.77,1614.55,-85.36,377.79,-2.93,-265.96,38.66,-41.07,5.43
14.34,983.54,-33.19,263.65,3.08,-419.6,45.13,-69.01,6
15.66,461.05,-13.82,160.42,4.69,-527.4,42.09,-92.16,5.28
15.83,89.94,-11.04,80.46,4.59,-532.03,29.38,-99.42,3.34
15.66,-163.34,-2.97,22.49,5.52,-442.93,11.26,-89.07,0.96
15.23,-292.26,-3.39,-8.15,5.26,-317.79,-0.09,-68.33,-0.34
14.37,-352.29,-10.73,-22.74,3.99,-203.03,-5.44,-46.1,-0.91
13.43,-406.78,-16.65,-36.22,2.35,-121.96,-8.4,-28.8,-1.41
12.8,-455.42,-13.83,-48.45,1.26,-74.74,-9.73,-18.16,-1.93
12.34,-506.06,-12.83,-61.33,0.91,-58.69,-8.2,-14.52,-1.91
11.83,-568.56,-22.64,-77.39,-0.8,-59.11,-7.83,-14.82,-1.86
11.46,-656.04,-17.55,-100.66,-0.16,-67.09,-6.73,-17.17,-1.45
10.97,-755.88,-17.4,-128.29,-0.25,-80.86,-6.68,-21.28,-1.13
10.66,-843.81,-34.73,-152.49,-3.57,-91.87,-9.13,-24.68,-1.54
10.09,-897.8,-44.01,-167.49,-5.23,-89.94,-11.03,-24.53,-1.9
9.4,-954.43,-51.54,-182.84,-5.9,-78.78,-14.29,-21.62,-2.29
9,-1029.74,-60.46,-203.97,-7.79,-70.3,-14.93,-19.35,-2.36
8.29,-1120.78,-67.12,-230.11,-8.99,-72.71,-12.55,-20.29,-1.94
7.66,-1227.46,-70.77,-261.48,-9.04,-86.58,-11.1,-24.63,-1.64
6.94,-1289.27,-73.57,-280.51,-9.37,-90.77,-9.38,-26.4,-1.36
6.23,-1324.88,-72.7,-291.5,-9.24,-79.91,-6.8,-23.67,-0.84
5.43,-1342.4,-78.12,-296.97,-10.12,-58,-5.89,-17.48,-0.72
4.6,-1344.27,-85.48,-297.61,-11.29,-32.39,-6.73,-9.93,-0.98
3.69,-1319.83,-89.23,-290.2,-11.92,-11.48,-7.6,-3.54,-1.15
1.66,-1273.95,-90.74,-276.76,-12.2,9.39,-7.8,2.73,-1.19
-1.71,-1213.95,-100.76,-259.38,-13.8,30.13,-8.04,8.83,-1.24
-4.89,-1066.48,-119.46,-217.29,-16.13,64.11,-10.84,18.53,-1.55
-7.31,-791.19,-132.86,-141.53,-17.49,125.13,-14.39,35.26,-1.89
-9.17,-442.87,-149.59,-51.12,-19.32,208.06,-17.66,56.74,-2.16
-10.26,-159.68,-178.19,16.64,-23.01,273.89,-21.09,71.94,-2.51
-10.66,78.61,-195.8,71.08,-24.99,294.05,-22.32,73.92,-2.66
-10.89,295.53,-201.72,119.04,-25.74,272.5,-20.88,65.05,-2.55
-11,537.26,-206.11,170.97,-25.82,245.54,-16.11,55.61,-1.9
-11.17,741.06,-206.95,212.67,-25.83,230.85,-9.18,50.34,-0.96
-11.34,876.11,-203.25,239.87,-25.25,209.61,-4.35,44.42,-0.37
-11.69,979.09,-198.81,260.37,-23.99,176.75,-1.4,36.58,0.11
-11.6,1062.95,-185.65,277.45,-21.81,135.57,2.69,27.59,0.7
-11.63,1155.44,-174.21,295.49,-20.03,108.58,6.15,21.93,1.23
-11.8,1206.47,-162.73,305.48,-18.27,91.06,8.46,18.31,1.52
-11.86,1266.19,-152.47,316.91,-16.72,79.45,9.51,15.86,1.55
-11.66,1403.46,-151.63,342.04,-16.64,87.23,6.98,16.89,1.11
-11.17,1439.36,-130.74,348.79,-13.44,84.92,7.84,16.23,1.23
-10.66,1404.28,-130.41,342.38,-12.85,65.64,6.71,12.55,1.17
-10.66,1494.84,-133.2,358.49,-13.18,54.85,4.1,10.39,0.86
-10.6,1599.18,-130.41,376.17,-12.75,54.01,2.17,9.9,0.58
-10.23,1776.18,-126.6,406.04,-11.6,96.63,-0.95,17.03,0.16
-9.97,2041.82,-121.22,449.25,-10.65,166.11,0.78,28.47,0.39
-10.11,2314.81,-106.46,491.08,-8.36,219.55,4.62,36.31,0.98
-9.77,2507.69,-76.88,519.73,-3.8,247.71,11.16,39.85,1.93
-8.54,2542.84,-36.84,524.81,2.94,212.78,20.94,33.55,3.43
-6.2,2454.33,25.14,511.8,12.56,118.55,34.93,18.69,5.63
-2.34,2236.5,101.47,478.54,24.14,-7.78,50.68,-0.5,8.03
2.83,1884.08,165.01,423.31,33.03,-142.61,61.31,-21.18,9.41
6.91,1426.82,177.42,346.59,34.06,-268.38,56.14,-41.9,8.22
10.57,935.49,193.57,258.15,35.58,-374.12,40.72,-61.53,5.57
12.77,488.98,180.79,170.75,32.79,-435.16,18.22,-75.93,1.96
14.31,101.17,158.95,88.99,28.64,-442.6,-1.37,-82.56,-1.03
14.71,-173.02,140.63,27.04,25.61,-396.92,-11.36,-79.19,-2.42
14.8,-365.39,138.74,-18.15,24.6,-320.93,-15.57,-68.21,-2.96
14.6,-472.37,134.19,-44.01,23.69,-234.21,-11.95,-52.41,-2.27
14.11,-542.37,122.2,-61.74,21.79,-154.38,-8.59,-36.09,-1.61
13.51,-601.7,106.79,-77.18,19.41,-99.43,-8.99,-24.1,-1.56
12.94,-671.47,88.56,-94.93,15.39,-70.35,-13.33,-17.62,-2.31
12.91,-765.98,72.37,-119.1,12.56,-68.06,-16.27,-17.34,-2.91
12.49,-858.55,47.87,-143.13,8.09,-76.36,-18.87,-19.54,-3.47
11.91,-960.7,30.61,-170.12,5.23,-87.53,-19.89,-22.57,-3.62
11.66,-1034.9,15.61,-190.07,2.24,-89.5,-19.38,-23.38,-3.42
11.46,-1086.1,5.45,-204.02,0.47,-79.3,-17.26,-21,-3.07
10.49,-1109.45,-15.33,-210.91,-3.42,-60.59,-15.83,-16.34,-2.85
9.74,-1179.67,-21.12,-230.48,-3.91,-49.3,-14.13,-13.6,-2.47
8.97,-1265.85,-28.33,-254.75,-5.55,-53.78,-12.15,-15.07,-2.07
